time, id1, id2, amount, message
2016-11-02 09:38:53, 24111, 1307, 14.35, 🍦 

2016-11-02 09:38:53, 33888, 5922, 22.44, Because you made waffles. 

2016-11-02 09:38:53, 45506, 5457, 29.97, 🚙 

2016-11-02 09:38:53, 5490, 13997, 37.42, 🍟 

2016-11-02 09:38:53, 5480, 2481, 9.90, Lisp 

2016-11-02 09:38:53, 16570, 1726, 10.80, 🐚. 

2016-11-02 09:38:53, 60696, 13817, 16.12, 🌴🌴 

2016-11-02 09:38:53, 7497, 8170, 5.18, Beaaaaan 

2016-11-02 09:38:53, 52087, 8416, 24.32, Tip 

2016-11-02 09:38:53, 31141, 2470, 21.05, Alc 

2016-11-02 09:38:53, 34700, 12729, 27.50, 🍻 

2016-11-02 09:38:53, 19321, 24937, 29.14, Venmo 

2016-11-02 09:38:53, 3912, 10667, 11.33, Whip whip 

2016-11-02 09:38:53, 74961, 51781, 26.79, Lylas 

2016-11-02 09:38:53, 16531, 5457, 30.97, 😘❤️🍻 

2016-11-02 09:38:53, 29312, 65355, 23.34, Polish adventures? 

2016-11-02 09:38:53, 32718, 7338, 10.23, Thank you !! 

2016-11-02 09:38:53, 42987, 8322, 13.39, 💵🔙  refund cuz movie is in Westwood! 

2016-11-02 09:38:53, 44797, 12015, 46.20, There is no potsticksr emoji 😕 

2016-11-02 09:38:53, 4421, 9482, 24.52, Wheel chair 

2016-11-02 09:38:53, 74324, 47125, 16.32, Nashlorette 

2016-11-02 09:38:53, 46025, 63182, 36.34, 2 washes 🚘🚿 

2016-11-02 09:38:53, 19043, 12831, 35.38, 🌚 

2016-11-02 09:38:53, 32425, 2536, 27.20, Bus to logroño and burgos 

2016-11-02 09:38:53, 55401, 10170, 18.30, Keep yo 💰 

2016-11-02 09:38:53, 51956, 8381, 21.05, Davison ball 

2016-11-02 09:38:53, 35447, 29186, 17.12, 🍆 

2016-11-02 09:38:53, 5665, 20, 39.84, 🚕 

2016-11-02 09:38:53, 68017, 23867, 12.60, Broadway 

2016-11-02 09:38:53, 64495, 17999, 35.52, New bus 

2016-11-02 09:38:53, 605, 19208, 19.83, Midgets 

2016-11-02 09:38:53, 51313, 65403, 24.56, Drinks 

2016-11-02 09:38:53, 42789, 4895, 24.16, 🍳 

2016-11-02 09:38:53, 55510, 10221, 19.98, ☕️🍔 

2016-11-02 09:38:53, 70033, 29010, 32.54, 🔥 

2016-11-02 09:38:53, 32762, 2755, 22.88, For the wifey 

2016-11-02 09:38:53, 20259, 11614, 6.89, All of King Midas' silver 

2016-11-02 09:38:53, 33080, 2669, 37.07, Hustlin 💁🏾 

2016-11-02 09:38:53, 42198, 4821, 6.49, Salad tossing lessons 

2016-11-02 09:38:53, 11452, 3314, 35.36, Das bier 

2016-11-02 09:38:53, 66579, 21057, 10.43, Uber input 

2016-11-02 09:38:53, 19298, 629, 28.62, How big were the balls? 

2016-11-02 09:38:53, 48005, 6120, 14.20, Tequilllllllllaaaaaaa 

2016-11-02 09:38:53, 66881, 21612, 22.65, Hookah 🍸 

2016-11-02 09:38:53, 56975, 11089, 19.48, Laundry 

2016-11-02 09:38:53, 62055, 16063, 19.15, Jamey pt.1 

2016-11-02 09:38:53, 8359, 40100, 38.50, for 🍴 

2016-11-02 09:38:53, 17201, 39298, 14.95, Cats 

2016-11-02 09:38:53, 17600, 427, 37.75, Bets 

2016-11-02 09:38:53, 25387, 26492, 18.39, Cages 

2016-11-02 09:38:53, 30909, 70642, 35.08, Ice cream 

2016-11-02 09:38:53, 72656, 38272, 32.12, 🅿 

2016-11-02 09:38:53, 20529, 1370, 44.09, I went on toro 🎢 

2016-11-02 09:38:53, 56354, 4943, 11.16, Lockn 😛 

2016-11-02 09:38:53, 44593, 7631, 20.29, Security deposit 

2016-11-02 09:38:53, 130, 11272, 17.86, 🌴🌴COACHELLA🌴🌴 

2016-11-02 09:38:53, 51870, 8348, 4.84, 🍕🍕🍕 

2016-11-02 09:38:53, 51375, 8154, 30.21, Kidney stones 

2016-11-02 09:38:53, 23224, 2519, 7.98, 🍕 

2016-11-02 09:38:53, 31119, 2489, 1.84, food 

2016-11-02 09:38:53, 52390, 51431, 32.38, LED Light bulbs 

2016-11-02 09:38:53, 23273, 6681, 18.56, For date with Ali 

2016-11-02 09:38:53, 44854, 44837, 31.32, Pedágio 🚧 

2016-11-02 09:38:53, 34195, 2816, 35.50, A special kind of counting disability. 💸➕4️⃣0️⃣⁉️ 

2016-11-02 09:38:53, 13121, 1620, 10.63, Pecannnnnnnnn 

2016-11-02 09:38:53, 48953, 6420, 21.11, 🍸 

2016-11-02 09:38:53, 17371, 408, 6.05, @drizydrisk @Michael-Kucharczyk 

2016-11-02 09:38:53, 18934, 583, 30.28, Tips 

2016-11-02 09:38:53, 48707, 6329, 25.57, 🎁 

2016-11-02 09:38:53, 38234, 3662, 37.66, PF 

2016-11-02 09:38:53, 59565, 12891, 21.58, ⛽ 

2016-11-02 09:38:53, 13600, 60416, 28.20, ☕️+🍴 

2016-11-02 09:38:53, 65621, 19354, 23.35, Drunk Babuskas are what we are!! 

2016-11-02 09:38:53, 51633, 26818, 41.04, Rarebit 🍸 

2016-11-02 09:38:53, 47381, 7882, 14.49, Accidents happen 

2016-11-02 09:38:53, 64245, 17661, 20.55, Fireworx 

2016-11-02 09:38:53, 20043, 9843, 9.66, 🍞🍳🍽 

2016-11-02 09:38:53, 59236, 12785, 20.38, Bob ruined our wall 

2016-11-02 09:38:53, 22095, 5797, 24.97, 🍴 

2016-11-02 09:38:53, 41772, 4770, 15.60, Being a good friend 

2016-11-02 09:38:53, 4966, 6090, 6.30, Gowes🚴 

2016-11-02 09:38:53, 32151, 2505, 31.95, Watermelon goodness 

2016-11-02 09:38:53, 53796, 9302, 13.54, 🎫 

2016-11-02 09:38:53, 29414, 2130, 21.43, Parking 

2016-11-02 09:38:53, 73755, 43707, 1.41, Bagel 

2016-11-02 09:38:53, 42235, 73478, 23.04, 🐓 

2016-11-02 09:38:53, 2244, 11354, 31.50, 🌎 

2016-11-02 09:38:53, 31264, 2481, 30.70, ## 

2016-11-02 09:38:53, 2085, 394, 31.03, Golf 

2016-11-02 09:38:53, 2095, 10905, 17.88, t-hoes 

2016-11-02 09:38:53, 29314, 2100, 21.77, Bach 

2016-11-02 09:38:53, 58880, 12416, 24.75, for gas bill 

2016-11-02 09:38:53, 6332, 34, 14.36, for life 

2016-11-02 09:38:53, 77352, 77227, 23.83, Nacho Hippo 

2016-11-02 09:38:53, 58338, 11996, 6.75, 🙃 

2016-11-02 09:38:53, 1575, 151, 14.75, Moo moo 

2016-11-02 09:38:53, 16852, 5212, 9.73, :) 

2016-11-02 09:38:53, 12972, 6154, 34.91, Spa day 

2016-11-02 09:38:53, 74629, 49147, 33.19, Go Broncos 

2016-11-02 09:38:53, 24121, 1309, 8.38, 🐼🐼🐼 

2016-11-02 09:38:53, 5875, 6619, 30.58, 👜 

2016-11-02 09:38:53, 7878, 18609, 16.90, 🍗 

2016-11-02 09:38:53, 76108, 62225, 18.00, 🍀☘🍃🍀☘🌳🌲🎄🌵🍃 

2016-11-02 09:38:53, 33126, 2682, 10.44, For you 

2016-11-02 09:38:53, 63605, 16854, 37.35, 🐷 

2016-11-02 09:38:53, 49151, 43847, 6.05, Saturday concert 

2016-11-02 09:38:53, 74686, 49685, 27.42, Phone bill 

2016-11-02 09:38:53, 41615, 4742, 20.06, yay! 

2016-11-02 09:38:53, 65879, 19767, 13.15, 💸🚙😟 

2016-11-02 09:38:53, 68197, 24237, 13.49, Blue eyes white 🐉 

2016-11-02 09:38:53, 2218, 2611, 14.76, ⛳ 

2016-11-02 09:38:53, 16398, 356, 32.35, Vodka 

2016-11-02 09:38:53, 21360, 858, 10.38, Memories 😢 

2016-11-02 09:38:53, 6618, 34, 21.79, Alicias 

2016-11-02 09:38:53, 49950, 7453, 5.70, Bite me 

2016-11-02 09:38:53, 7194, 34, 16.43, Kevin's a 🐍 

2016-11-02 09:38:53, 36595, 22195, 33.39, 🍇🍞 

2016-11-02 09:38:53, 57692, 11620, 20.00, Date night! 

2016-11-02 09:38:53, 9328, 68, 28.54, Cola 

2016-11-02 09:38:53, 41435, 27574, 23.41, Watching the boys ❤️ 

2016-11-02 09:38:53, 56040, 10491, 32.25, ✌🏼️😵👬 

2016-11-02 09:38:53, 21880, 954, 21.89, Target 

2016-11-02 09:38:53, 1093, 6241, 27.23, Ethiopian Food 

2016-11-02 09:38:53, 75369, 54976, 35.13, Westside 

2016-11-02 09:38:53, 37956, 3519, 35.36, Tacos 

2016-11-02 09:38:53, 36295, 3108, 43.57, Hey 

2016-11-02 09:38:53, 36939, 9592, 28.55, Food 

2016-11-02 09:38:53, 5726, 13262, 28.61, Marina submarine ⚓️ 

2016-11-02 09:38:53, 23491, 35417, 31.37, 🍝 

2016-11-02 09:38:53, 59125, 12687, 22.85, Pizza pizza 🍕🍕 #2piesisntenough 

2016-11-02 09:38:53, 34834, 2912, 33.02, 🍷❤️🍷❤️ 

2016-11-02 09:38:53, 76587, 67531, 8.33, Because I love you and want you to eat 

2016-11-02 09:38:53, 73297, 41271, 10.57, Oranges 

2016-11-02 09:38:53, 51070, 11428, 21.65, 🏠 

2016-11-02 09:38:53, 34833, 6420, 21.33, 🙏🏾🙏🏾🙏🏾 

2016-11-02 09:38:53, 17894, 16444, 6.38, 🎉 

2016-11-02 09:38:53, 71464, 46699, 25.34, 🎧 

2016-11-02 09:38:53, 51128, 7979, 7.12, Basketball for Jesse 

2016-11-02 09:38:53, 70266, 70265, 17.01, Dragon Breath 🐲 

2016-11-02 09:38:53, 12826, 9309, 13.52, Stress free 🐂 

2016-11-02 09:38:53, 9612, 13700, 17.52, Lolla 

2016-11-02 09:38:53, 72916, 39613, 23.50, Cleaning your Pool 

2016-11-02 09:38:53, 33403, 2762, 22.38, 🚗 

2016-11-02 09:38:53, 7060, 34, 2.85, Burgas 

2016-11-02 09:38:53, 77325, 76840, 9.83, paesanos 🍝🍕🍴 

2016-11-02 09:38:53, 3109, 35574, 8.09, 🚽 

2016-11-02 09:38:53, 14029, 10772, 2.87, TWC 

2016-11-02 09:38:53, 38020, 3806, 13.56, ZJ 

2016-11-02 09:38:53, 66341, 20667, 33.90, 🍺 

2016-11-02 09:38:53, 22282, 8286, 10.53, 🤘🏻 

2016-11-02 09:38:53, 24317, 1332, 17.59, 🎬 

2016-11-02 09:38:53, 31247, 8702, 14.14, 🍕 

2016-11-02 09:38:53, 31948, 2489, 10.54, ☕️🍴 

2016-11-02 09:38:53, 58503, 2520, 24.63, Bus/Blenheim and Vaseline 

2016-11-02 09:38:53, 71753, 34584, 33.09, Praha 

2016-11-02 09:38:53, 9387, 43322, 21.39, 🇨🇦🇨🇦🇨🇦🇨🇦 

2016-11-02 09:38:53, 42592, 6248, 26.86, Mendocino 

2016-11-02 09:38:53, 76758, 77319, 34.98, Comcast -PGE 

2016-11-02 09:38:53, 38535, 43451, 33.71, 👕 

2016-11-02 09:38:53, 21138, 5384, 21.50, 🖕🏿 

2016-11-02 09:38:53, 29656, 32511, 33.65, Good stuff 

2016-11-02 09:38:53, 68013, 76626, 23.58, Old couch 

2016-11-02 09:38:53, 72261, 36812, 10.97, 
